Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name
500426,UTLINDS,UTL Industries Ltd,Active,X ,1,INE184E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
500429,UNIENTER,Uniphos Enterprises Ltd,Active,B ,2,INE037A01022,Trading - Chemicals,Equity,Commodities,Chemicals
500439,VHL,Vardhman Holdings Ltd,Active,B ,10,INE701A01023,Investment Company,Equity,Financial Services,Financial Services
500440,HINDALCO,Hindalco Industries Ltd,Active,A ,1,INE038A01020,Aluminium,Equity,Commodities,Metals & Mining
500444,WSTCSTPAPR,West Coast Paper Mills Ltd,Active,A ,2,INE976A01021,Paper & Paper Products,Equity,Commodities,Forest Materials
500449,HOCL,Hindustan Organic Chemicals Ltd,Active,T ,10,INE048A01011,Commodity Chemicals,Equity,Commodities,Chemicals
500450,MPILCORPL,MPIL Corporation Ltd,Active,X ,10,INE844C01027,Other Financial Services,Equity,Financial Services,Financial Services
500456,PASUPTAC,Pasupati Acrylon Ltd,Active,T ,10,INE818B01023,Petrochemicals,Equity,Commodities,Chemicals
500458,KORE,Kore Foods Ltd,Active,XT,10,INE601A01017,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500459,PGHH,Procter & Gamble Hygiene and Health Care Ltd,Active,A ,10,INE179A01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500460,MUKANDLTD,Mukand Ltd,Active,B ,10,INE304A01026,Iron & Steel,Equity,Commodities,Metals & Mining
500463,BBOX,Black Box Ltd,Active,B ,2,INE676A01027,IT Enabled Services,Equity,Information Technology,Information Technology
500464,UCAL,Ucal  Ltd,Active,B ,10,INE139B01016,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
500467,HARRMALAYA,Harrisons Malayalam Ltd,Active,B ,10,INE544A01019,Rubber,Equity,Industrials,Capital Goods
500469,FEDERALBNK,Federal Bank Ltd,Active,A ,2,INE171A01029,Private Sector Bank,Equity,Financial Services,Financial Services
500470,TATASTEEL,Tata Steel Ltd,Active,A ,1,INE081A01020,Iron & Steel,Equity,Commodities,Metals & Mining
500472,SKFINDIA,SKF India Ltd,Active,A ,10,INE640A01023,Abrasives & Bearings,Equity,Industrials,Capital Goods
500477,ASHOKLEY,Ashok Leyland Ltd,Active,A ,1,INE208A01029,Commercial Vehicles,Equity,Industrials,Capital Goods
500480,CUMMINSIND,Cummins India Ltd,Active,A ,2,INE298A01020,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods
500483,TATACOMM,Tata Communications Ltd,Active,A ,10,INE151A01013,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication
500488,ABBOTINDIA,Abbott India Ltd,Active,A ,10,INE358A01014,Pharmaceuticals,Equity,Healthcare,Healthcare
500490,BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Active,A ,10,INE118A01012,Holding Company,Equity,Financial Services,Financial Services
500493,BHARATFORG,Bharat Forge Ltd,Active,A ,2,INE465A01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
500495,ESCORTS,Escorts Kubota Ltd,Active,A ,10,INE042A01014,Tractors,Equity,Industrials,Capital Goods
500500,HINDMOTORS,Hindustan Motors Ltd,Active,B ,5,INE253A01025,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components
500510,LT,Larsen & Toubro Ltd,Active,A ,2,INE018A01030,Civil Construction,Equity,Industrials,Construction
500520,M&M,Mahindra & Mahindra Ltd,Active,A ,5,INE101A01026,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components
500530,BOSCHLTD,Bosch Ltd,Active,A ,10,INE323A01026,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
500540,PREMIER,Premier Ltd,Active,T ,10,INE342A01018,Industrial Products,Equity,Industrials,Capital Goods
500547,BPCL,Bharat Petroleum Corporation Ltd,Active,A ,10,INE029A01011,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels"
500550,SIEMENS,Siemens Ltd,Active,A ,2,INE003A01024,Heavy Electrical Equipment,Equity,Industrials,Capital Goods
500570,TATAMOTORS,Tata Motors Ltd,Active,A ,2,INE155A01022,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components
500575,VOLTAS,Voltas Ltd,Active,A ,1,INE226A01021,Household Appliances,Equity,Consumer Discretionary,Consumer Durables
500620,GESHIP,Great Eastern Shipping Company Ltd,Active,A ,10,INE017A01032,Shipping,Equity,Services,Services
500645,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corporation Ltd,Active,A ,10,INE501A01019,Commodity Chemicals,Equity,Commodities,Chemicals
500650,EXCELINDUS,Excel Industries Ltd,Active,B ,5,INE369A01029,Specialty Chemicals,Equity,Commodities,Chemicals
500655,GRWRHITECH,Garware Hi-Tech Films Ltd,Active,A ,10,INE291A01017,Plastic Products - Industrial,Equity,Industrials,Capital Goods
500660,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,Active,A ,10,INE159A01016,Pharmaceuticals,Equity,Healthcare,Healthcare
500670,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Active,A ,10,INE113A01013,Commodity Chemicals,Equity,Commodities,Chemicals
500672,NOVARTIND,Novartis India Ltd,Active,B ,5,INE234A01025,Pharmaceuticals,Equity,Healthcare,Healthcare
500674,SANOFI,Sanofi India Ltd,Active,A ,10,INE058A01010,Pharmaceuticals,Equity,Healthcare,Healthcare
500680,PFIZER,Pfizer Ltd,Active,A ,10,INE182A01018,Pharmaceuticals,Equity,Healthcare,Healthcare
500690,GSFC,Gujarat State Fertilizers & Chemicals Ltd,Active,A ,2,INE026A01025,Fertilizers,Equity,Commodities,Chemicals
500696,HINDUNILVR,Hindustan Unilever Ltd,Active,A ,1,INE030A01027,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500710,AKZOINDIA,Akzo Nobel India Ltd,Active,A ,10,INE133A01011,Paints,Equity,Consumer Discretionary,Consumer Durables
500730,NOCIL,NOCIL Ltd,Active,A ,10,INE163A01018,Specialty Chemicals,Equity,Commodities,Chemicals
500770,TATACHEM,Tata Chemicals Ltd,Active,A ,10,INE092A01019,Commodity Chemicals,Equity,Commodities,Chemicals
500777,TNPETRO,Tamilnadu Petroproducts Ltd,Active,B ,10,INE148A01019,Petrochemicals,Equity,Commodities,Chemicals
500780,ZUARIIND,Zuari Industries Ltd,Active,B ,10,INE217A01012,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500790,NESTLEIND,Nestle India Ltd,Active,A ,1,INE239A01024,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500800,TATACONSUM,Tata Consumer Products Ltd,Active,A ,1,INE192A01025,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500820,ASIANPAINT,Asian Paints Ltd,Active,A ,1,INE021A01026,Paints,Equity,Consumer Discretionary,Consumer Durables
500825,BRITANNIA,Britannia Industries Ltd,Active,A ,1,INE216A01030,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500830,COLPAL,Colgate Palmolive (India) Ltd,Active,A ,1,INE259A01022,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500840,EIHOTEL,EIH Ltd,Active,A ,2,INE230A01023,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
500850,INDHOTEL,Indian Hotels Company Ltd,Active,A ,1,INE053A01029,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
500870,CASTROLIND,Castrol India Ltd,Active,A ,5,INE172A01027,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels"
500875,ITC,ITC Ltd,Active,A ,1,INE154A01025,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500877,APOLLOTYRE,Apollo Tyres Ltd,Active,A ,1,INE438A01022,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
500878,CEATLTD,Ceat Ltd,Active,A ,10,INE482A01020,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
500890,MODIRUBBER,Modi Rubber Ltd,Active,B ,10,INE832A01018,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
500940,FINPIPE,Finolex Industries Ltd,Active,A ,2,INE183A01024,Plastic Products - Industrial,Equity,Industrials,Capital Goods
501110,SUNRINV,Sunrise Industrial Traders Ltd,Active,XT,10,INE371U01015,Other Financial Services,Equity,Financial Services,Financial Services
501111,ZGOLDINV,Gold Rock Investments Ltd,Active,XT,10,INE598F01014,Trading & Distributors,Equity,Services,Services
501144,PEOPLIN,Peoples Investments Ltd,Active,XT,10,INE644U01015,Diversified Commercial Services,Equity,Services,Services
501148,DSINVEST,Dalal Street Investments Ltd,Active,XT,10,INE422D01012,Investment Company,Equity,Financial Services,Financial Services
501150,CENTRUM,Centrum Capital Ltd,Active,B ,1,INE660C01027,Other Financial Services,Equity,Financial Services,Financial Services
501242,TCIFINANCE,TCI Finance Ltd,Active,B ,10,INE911B01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
501261,KRATOSENER,Kratos Energy & Infrastructure Ltd,Active,XT,10,INE567L01017,Consulting Services,Equity,Services,Services
501270,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10,INE825M01017,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
501295,IITL,Industrial Investment Trust Ltd,Active,B ,10,INE886A01014,Investment Company,Equity,Financial Services,Financial Services
501298,INDPRUD,Industrial & Prudential Investment Company Ltd,Active,B ,10,INE620D01011,Investment Company,Equity,Financial Services,Financial Services
501301,TATAINVEST,Tata Investment Corporation Ltd,Active,A ,10,INE672A01018,Investment Company,Equity,Financial Services,Financial Services
501311,JAYBHCR,Jayabharat Credit Ltd,Active,XT,10,INE998D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
501314,PRISMX,Prismx Global Ventures Ltd,Active,X ,1,INE286N01028,Trading & Distributors,Equity,Services,Services
501343,MOTOGENFIN,Motor & General Finance Ltd,Active,B ,5,INE861B01023,Diversified Commercial Services,Equity,Services,Services
501351,RAPIDIN,Rapid Investments Ltd,Active,XT,10,INE154M01012,Diversified Commercial Services,Equity,Services,Services
501370,WALCHPF,Walchand Peoplefirst Ltd,Active,X ,10,INE695D01021,Consulting Services,Equity,Services,Services
501386,ZSWASTSA,Swastik Safe Deposit & Investments Ltd,Active,XT,10,INE094R01019,Other Financial Services,Equity,Financial Services,Financial Services
501391,WHBRADY,WH Brady & Company Ltd,Active,X ,10,INE855A01019,Other Industrial Products,Equity,Industrials,Capital Goods
501421,TECHNVISN,TechNVision Ventures Ltd,Active,XT,10,INE314H01012,Software Products,Equity,Information Technology,Information Technology
501423,SHAILY,Shaily Engineering Plastics Ltd,Active,B ,2,INE151G01028,Plastic Products - Industrial,Equity,Industrials,Capital Goods
501425,BBTC,Bombay Burmah Trading Corporation Ltd,Active,A ,2,INE050A01025,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
501430,BOMBCYC,Bombay Cycle & Motor Agency Ltd,Active,X ,10,INE691K01017,Trading & Distributors,Equity,Services,Services
501455,GREAVESCOT,Greaves Cotton Ltd,Active,A ,2,INE224A01026,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods
501477,MULLER,Muller & Phipps India Ltd,Active,X ,10,INE003F01015,Trading & Distributors,Equity,Services,Services
501479,SFTL,Springform Technology Ltd,Active,P ,10,INE02ZA01012,Trading & Distributors,Equity,Services,Services
501622,AMALGAM,Amalgamated Electricity Company Ltd,Active,X ,5,INE492N01022,Diversified Commercial Services,Equity,Services,Services
501630,ANANDPROJ,Anand Projects Ltd,Active,XT,10,INE134R01013,Civil Construction,Equity,Industrials,Construction
501700,INDIANVSH,IndiaNivesh Ltd,Active,X ,1,INE131H01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
501831,COASTCORP,Coastal Corporation Ltd,Active,B ,2,INE377E01024,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
501833,CHOWGULSTM,Chowgule Steamships Ltd,Active,X ,10,INE490A01015,Shipping,Equity,Services,Services
501848,GLOBOFFS,Global Offshore Services Ltd,Active,X ,10,INE446C01013,Shipping,Equity,Services,Services
502015,ASIIL,ASI Industries Ltd,Active,X ,1,INE443A01030,Industrial Minerals,Equity,Commodities,Metals & Mining
502090,SAGCEM,Sagar Cements Ltd,Active,B ,2,INE229C01021,Cement & Cement Products,Equity,Commodities,Construction Materials
502133,HEMACEM,Hemadri Cements Ltd,Active,X ,10,INE07BK01011,Cement & Cement Products,Equity,Commodities,Construction Materials
502137,DECCANCE,Deccan Cements Ltd,Active,B ,5,INE583C01021,Cement & Cement Products,Equity,Commodities,Construction Materials
502157,MANGLMCEM,Mangalam Cement Ltd,Active,B ,10,INE347A01017,Cement & Cement Products,Equity,Commodities,Construction Materials
502168,NCLIND,NCL Industries Ltd,Active,B ,10,INE732C01016,Cement & Cement Products,Equity,Commodities,Construction Materials
502175,SAURASHCEM,Saurashtra Cement Ltd,Active,B ,10,INE626A01014,Cement & Cement Products,Equity,Commodities,Construction Materials
502180,SHREDIGCEM,Shree Digvijay Cement Company Ltd,Active,B ,10,INE232A01011,Cement & Cement Products,Equity,Commodities,Construction Materials
502219,BORORENEW,Borosil Renewables Ltd,Active,A ,1,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods
502250,LERTHAI,Lerthai Finance Ltd,Active,XT,10,INE347D01011,Other Construction Materials,Equity,Commodities,Construction Materials
502281,TRIVENIGQ,Triveni Glass Ltd,Active,X ,10,INE094C01011,Other Construction Materials,Equity,Commodities,Construction Materials
502294,NILACHAL,Nilachal Refractories Ltd,Active,X ,10,INE416N01013,Electrodes & Refractories,Equity,Industrials,Capital Goods
502330,ANDHRAPAP,Andhra Paper Ltd,Active,B ,2,INE435A01051,Paper & Paper Products,Equity,Commodities,Forest Materials
502355,BALKRISIND,Balkrishna Industries Ltd,Active,A ,2,INE787D01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
502420,ORIENTPPR,Orient Paper & Industries Ltd,Active,B ,1,INE592A01026,Paper & Paper Products,Equity,Commodities,Forest Materials
502445,CITADEL,Citadel Realty and Developers Ltd,Active,X ,10,INE906D01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
502448,ROLLT,Rollatainers Ltd,Active,B ,1,INE927A01040,Packaging,Equity,Industrials,Capital Goods
502450,SESHAPAPER,Seshasayee Paper and Boards Ltd,Active,B ,2,INE630A01024,Paper & Paper Products,Equity,Commodities,Forest Materials
502587,NATHIND,Nath Industries Ltd,Active,X ,10,INE777A01023,Paper & Paper Products,Equity,Commodities,Forest Materials
502589,VAPIENTER,Vapi Enterprise Ltd,Active,X ,10,INE464D01014,Paper & Paper Products,Equity,Commodities,Forest Materials
502820,DCM,DCM Ltd,Active,B ,10,INE498A01018,IT Enabled Services,Equity,Information Technology,Information Technology
502850,ZGAEKWAR,Gaekwar Mills Ltd ,Active,X ,10,INE837X01027,Other Textile Products,Equity,Consumer Discretionary,Textiles
502865,FORBESCO,Forbes & Company Ltd,Active,XT,10,INE518A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables
502873,HPCOTTON,HP Cotton Textile Mills Ltd,Active,X ,10,INE950C01014,Other Textile Products,Equity,Consumer Discretionary,Textiles
502893,UNITEDINT,United Interactive Ltd,Active,X ,10,INE706D01018,IT Enabled Services,Equity,Information Technology,Information Technology
502901,JAMSHRI,Jamshri Realty Ltd,Active,X ,10,INE462D01034,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
502933,KATRSPG,Katare Spinning Mills Ltd,Active,X ,10,INE498G01015,Other Textile Products,Equity,Consumer Discretionary,Textiles
502937,KESORAMIND,Kesoram Industries Ltd,Active,T ,10,INE087A01019,Cement & Cement Products,Equity,Commodities,Construction Materials
502958,LAKSHMIMIL,Lakshmi Mills Company Ltd,Active,X ,100,INE938C01019,Other Textile Products,Equity,Consumer Discretionary,Textiles
502986,VTL,Vardhman Textiles Ltd,Active,A ,2,INE825A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles
503031,PENINLAND,Peninsula Land Ltd,Active,T ,2,INE138A01028,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
503092,PASUSPG,Pasupati Spinning & Weaving Mills Ltd,Active,X ,10,INE909B01020,Other Textile Products,Equity,Consumer Discretionary,Textiles
503100,PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2,INE211B01039,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
503101,MARATHON,Marathon Nextgen Realty Ltd,Active,B ,5,INE182D01020,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
503127,RAJABAH,Raja Bahadur International Ltd,Active,X ,100,INE491N01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
503162,RELCHEMQ,Reliance Chemotex Industries Ltd,Active,B ,10,INE750D01016,Other Textile Products,Equity,Consumer Discretionary,Textiles
503169,RUBYMILLS,Ruby Mills Ltd,Active,B ,5,INE301D01026,Other Textile Products,Equity,Consumer Discretionary,Textiles
503229,SIMPLXREA,Simplex Realty Ltd,Active,X ,10,INE167H01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
503310,SWANENERGY,Swan Energy Ltd,Active,A ,1,INE665A01038,Petrochemicals,Equity,Commodities,Chemicals
503349,VICTMILL,Victoria Mills Ltd,Active,X ,100,INE203D01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
503622,ZSVTRADI,SV Trading & Agencies Ltd ,Active,XT,10,INE404N01019,Other Financial Services,Equity,Financial Services,Financial Services
503624,ZSVARAJT,Svaraj Trading & Agencies Ltd ,Active,X ,10,INE406N01014,Other Financial Services,Equity,Financial Services,Financial Services
503626,KSHITIJ,Kshitij Investments Ltd,Active,X ,10,INE733N01011,Other Financial Services,Equity,Financial Services,Financial Services
503635,SALSAIN,Shree Salasar Investments Ltd,Active,XT,10,INE315N01017,Other Financial Services,Equity,Financial Services,Financial Services
503639,INDSOYA,Indsoya Ltd,Active,XT,5,INE314N01028,Diversified Commercial Services,Equity,Services,Services
503641,ZODIACVEN,Zodiac Ventures Ltd,Active,X ,1,INE945J01027,Consulting Services,Equity,Services,Services
503657,VEERENRGY,Veer Energy & Infrastructure Ltd,Active,X ,10,INE255E01030,Power Generation,Equity,Utilities,Power
503663,TILAK,Tilak Ventures Ltd,Active,X ,1,INE026L01022,Investment Company,Equity,Financial Services,Financial Services
503671,UNIJOLL,Unijolly Investments Company Ltd,Active,XT,10,INE130N01010,Other Financial Services,Equity,Financial Services,Financial Services
503675,WAGEND,Wagend Infra Venture Ltd,Active,X ,2,INE786K01023,Diversified Commercial Services,Equity,Services,Services
503681,ELCIDIN,EL CID Investments Ltd,Active,B ,10,INE927X01018,Investment Company,Equity,Financial Services,Financial Services
503685,MEDIAONE,Mediaone Global Entertainment Ltd,Active,X ,10,INE828I01019,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
503689,HEALINV,Healthy Investments Ltd,Active,XT,10,INE160N01017,Diversified Commercial Services,Equity,Services,Services
503696,SHRENTI,Shreenath Investment Company Ltd,Active,X ,10,INE475V01012,Diversified Commercial Services,Equity,Services,Services
